"sentence","category"
"Good job.","OTHER"
"It is great way to express your idea . . . . .","OTHER"
"Awesomely","OTHER"
"More features like font style, size and other variations can be added.","FEATURE REQUEST"
"Love the mobile viewing format !","OTHER"
"Grabe hirap magdownload masyadong malki ung app","OTHER"
"This app relieves me of stress","OTHER"
"Fun and easy to use.step by step guide makes blogging a cinch.","OTHER"
"Been on WordPress for years.","OTHER"
"After latest update, app overheats my phone after only moments of being open.","OTHER"
"By the time I've created my post, my phone is giving me warnings about overheating damage.","INFORMATION GIVING"
"I need this fixed, please.","FEATURE REQUEST"
"I'll give 4 stars again after my ridiculous issue is resolved.","OTHER"
"Samsung Galaxy 4","OTHER"
"Awesome App","OTHER"
"It is a very nice app","OTHER"
"Easy to use from any device","OTHER"
"It is a nice layout","OTHER"
"Oswm soft","OTHER"
"good","OTHER"
"Its too good","OTHER"
"Awam","OTHER"
"I live it","OTHER"
"G. Garden state jersey","OTHER"
"Good","OTHER"
"Good but can be better","OTHER"
"Good","OTHER"
"Doesn't work on self-hosted sites - no warning/help about XMLPRPC","PROBLEM DISCOVERY"
"Yeah","OTHER"
"Good","OTHER"
"Simply awesome .app that you give fully  control and  making the  web.","OTHER"
"1) it's missing a search field.","FEATURE REQUEST"
"2) there is no multi select and upload of multiple images from a single folder, it's either messy all together or one by one.","OTHER"
"3) I lost the whole text and images of a new post because of an internet connection error, this should not happen no matter how bad the connection is, offline editing is what users expect from an application vs the web-admin!","INFORMATION GIVING"
"4) post settings button is hidden when keyboard is open, could make it more android oriented by using the native menu key.","OTHER"
"Good","OTHER"
"I have used previous versions of this app and found it very helpful, but now I have to sign in everytime I use the app.","OTHER"
"Why do I need to sign in EVERY time I want to view my blog?","INFORMATION SEEKING"
"This started after the last updated.","OTHER"
"Disappointed, I relied on this app, now it's just annoying.","OTHER"
"munna","OTHER"
"The latest update changed how the wordpress application works.","OTHER"
"Used to open it and start viewing the blog.","OTHER"
"Now it's a 2 step process you have to view site now.","INFORMATION GIVING"
"Also, now I can't zoom in on the pictures posted on the blog!!!!!!!","PROBLEM DISCOVERY"
"Fn uninstalling this application and will access the blog through the full website on my phone!!!!!","OTHER"
"What a pain!","OTHER"
"!!!!","OTHER"
"So far so good","OTHER"
"sy suka admin menunya, jadi seperti mengelola blog dari desktop.","OTHER"
"tentunya jadi lebih mudah mengelola blog dari mana saja hanya dari hp'","OTHER"
"Awesome","OTHER"
"App will not allow me to post pictures, no option on mobile for me.","INFORMATION GIVING"
"LG Optimus L70","OTHER"
"App Sucks, Always ""Error Occurring""","OTHER"
"Helpfull","OTHER"
"awesome app.love it plenty.","OTHER"
"Bhai","OTHER"
"iloveit","OTHER"
"Im using android lolipop 5.02 and this aplication is not working on my smartphone","PROBLEM DISCOVERY"
"NOT 5 stars on this release.","OTHER"
"It doesn't remove spam comments from list (self-hosted site).","OTHER"
"Otherwise love this app.","OTHER"
"Good","OTHER"
"Didn't work at all for self-hosted site","PROBLEM DISCOVERY"
"Best app","OTHER"
"Gives best mobile experience through mobile","OTHER"
"Cool app","OTHER"
"Since update the photos won't stay put.","OTHER"
"One star because I spent way too much time.","OTHER"
"And I have to wait to fix it","PROBLEM DISCOVERY"
"Gets the job done but interface could be better","OTHER"
"While trying to add a new post and inserting a url using the copy and paste feature on my htc 616 .it force closes automatically and is not letting me add a url.the insert link feature didn't work either.","FEATURE REQUEST"
"We have got a band but there was no anything to describe our details but finally I got WordPress and I started using it n it attened to Google m so glad lov da app evr body much hv this app","OTHER"
"It is NOT possible to login with 2 accounts in the same time.","OTHER"
"Please make it possible in the next update.","FEATURE REQUEST"
"Not able to get to my blog posts.","OTHER"
"Error occurring.","OTHER"
"Like the side bar layout more too.","OTHER"
"I love the site, and the updated app flows and works so much better!","OTHER"
"It is finally complete.","OTHER"
"I am unable to post html message through the app.","PROBLEM DISCOVERY"
"Please improve or help me to post html.","OTHER"
"Big step forward to make it more social and friendly mobile.","OTHER"
"We waiting more developing to make it comparative to twitter and tumblr","OTHER"
"Just press it.","INFORMATION GIVING"
"It's great.but need to improve the speed.","FEATURE REQUEST"
"i love wordpress","OTHER"
"Good","OTHER"
"Every thing is perfect","OTHER"
"Nice layout.","OTHER"
"Easy to use.","OTHER"
"Add pics to post via camera or gallery.","OTHER"
"Only thing missing is add new post option on main screen.","OTHER"
"In order to add new is selecting posts from left sidebar menu.","OTHER"
"Click on orange circle with plus.","OTHER"
"##update 11jun15.","INFORMATION GIVING"
"Like the new look.","OTHER"
"Much better easier to navigate.","OTHER"
"Smooth and easy to use","OTHER"
"Great Work","OTHER"
"Started following onlinemystery5 follow him/her","OTHER"
"It's really sad, because the I like the app but can't add images","PROBLEM DISCOVERY"
"What happened to the tablet layout!?","INFORMATION SEEKING"
"Best blogging platform.","OTHER"
"I've ever experienced.","OTHER"
"Love this app great fun thanks","OTHER"
"This version is way better than the earlier one, keep up the good work guys!!","OTHER"
"Cheers!!","OTHER"
"I wish it would be possible to update your portfolio pages too","FEATURE REQUEST"
"Won't let me add my HTTPS based Self Hosted blog despite having a valid Comodo SSL Certificate :(","FEATURE REQUEST"
"I couldn't do what I do without WordPress.","PROBLEM DISCOVERY"
"Thank you!","OTHER"
"Existing posts won't come up, it's as if they don't exist.","OTHER"
"A post I write from the app won't post to the blog.","OTHER"
"Continuously kicks out Media Upload errors, messes up formatting with posts and images, and sometimes dumps entire posts when you're trying to upload.","OTHER"
"Don't even bother with this.","INFORMATION GIVING"
"I'm so upset right now.","OTHER"
"I'd gladly pay for something that worked!!","OTHER"
"O","OTHER"
"I can no longer load pictures taken with phone.","OTHER"
"Words only ain't all that and don't cut it.","OTHER"
"Functions well, doesn't give me $#!","OTHER"
"+, that's about all I ask for in an app.","OTHER"
"Keren!","OTHER"
"Complicated regardless of your intellect!","OTHER"
".","OTHER"
"Can only view list of posts for single blog, can't get to comments or change blog.","PROBLEM DISCOVERY"
"Am on Samsung Note 2, and rely on this app when away from home.","OTHER"
"Please fix.","PROBLEM DISCOVERY"
"Comment below has resolved my issue (I removed app shortcut and replaced, and now opens at control panel.)","INFORMATION GIVING"
"Since the latest update the app is stuck on the posts page.","OTHER"
"No natter how many times I close or reboot the app it is stuck on that page.","OTHER"
"Can't pull open menus either.","PROBLEM DISCOVERY"
"La super mom","OTHER"
"Won't let me see anything but my posts.","OTHER"
"I can't access blogs I follow or stats now.","PROBLEM DISCOVERY"
"Also I hate that when I open the app it goes to my posts.","OTHER"
"I would like it to go to the reader like it was when I first started WordPress.","OTHER"
"The latest update was a total fail!","PROBLEM DISCOVERY"
"Now I can't access anything at all!","PROBLEM DISCOVERY"
"Can only view my own posts!","OTHER"
"Please fix this asap!","PROBLEM DISCOVERY"
"Did you guys mean to introduce a serious bug?","INFORMATION SEEKING"
"Testes testes .1.2.balls!","OTHER"
"You might have solved some people's issue with back button exiting app but that introduced a bigger issue: one can't access anything other than posts.","PROBLEM DISCOVERY"
"Fix it quick.","OTHER"
"It's a very good app","OTHER"
"I can no longer access anything but my post.","OTHER"
"It is beyond just right, lets me work and blog darn near anywhere!","OTHER"
"Like it","OTHER"
"I have not got a clue what it's about or how to use it and it doesn't seem to come with instructions.","INFORMATION SEEKING"
"For instance how do you find people and read their stuff or how do people find me","OTHER"
"I might have given 3 stars to the older version.","OTHER"
"But updated version is worse.","OTHER"
"And still don't have HTML option like in iphone version of wordpress.","OTHER"
"Please do something about that.","OTHER"
"Why the new update.you fucked this up","INFORMATION SEEKING"
"Easy to use.","OTHER"
"I have been using for almost a couple of months.","OTHER"
"this is one hell of an app.","OTHER"
"Each time I download, I get the error message saying the package was not signed correctly.","OTHER"
"Thanks","OTHER"
"I have write a lot for one my post, i write much and take time about almost one hour with this application, after i finish, than i click the publish button, but what happening ?","INFORMATION SEEKING"
"Everything that i was write not appear?","OTHER"
"Only the tittle publish in my blog but the contains gone!","OTHER"
"Fuck.","OTHER"
"And i really hate it, when i am realize that there are no automatic back up what i write before ?","OTHER"
"Fuck!","OTHER"
"Nice","OTHER"
"So batter","OTHER"
"Its very annoying","OTHER"
"Good!","OTHER"
"The app works brilliantly for MY blog but when I search the internet (outside the app) and find a Wordpress blog I want to open I don't get the option to open the blog in the app unfortunately.","OTHER"
"I have a blog , write something bout kpop and WP help me much !","OTHER"
"Quite possibly one of the worst apps out there.","OTHER"
"Simply doesn't work.","PROBLEM DISCOVERY"
"Connected my account but absolutely nothing else about it works.","OTHER"
"Doesn't refresh, can't post new stuff, can't edit existing stuff.","PROBLEM DISCOVERY"
"No response from support.","OTHER"
"Expected better from Automattic.","OTHER"
"Uninstalled.","OTHER"
"Mast impress full app I HV ever see","OTHER"
"Very flexible self-publisher, get this!","OTHER"
"Enough said","OTHER"
"#FFO Navjaat Bhaskar","OTHER"
"Useful app to share knowledge and experiences.","OTHER"
"Good for nothing !","OTHER"
"Nice one","OTHER"
"How to fix?","INFORMATION SEEKING"
"Nicely designed nd uzr frndly","OTHER"
"It's awesome","OTHER"
"I like me","OTHER"
"Every time I am uploading some media majority  pictures.","OTHER"
".","OTHER"
"It says error occurred while uploading media.","OTHER"
".","OTHER"
"Do something plzz.","OTHER"
".","OTHER"
"Thanks","OTHER"
"Every update worse than the last.","OTHER"
"I can no longer load my old post and it previously wiped out my blog accounts and I can only log into one at a time.","OTHER"
"So frustrating.","OTHER"
"May defect to blogspot instead.","OTHER"
"Please tell How can we earn money","OTHER"
"Love the wordpress community, love the app, be even better if we could get notifications for new posts on blogs we follow.","OTHER"
"Thanks!","OTHER"
"Nothing special.","OTHER"
"Reader is really bad.","OTHER"
"Only shows last uploads.","OTHER"
"works perfectly for me","OTHER"
"Very love it","OTHER"
"You should add html editor for the blog posts and also some tools in the ""view"" editor","FEATURE REQUEST"
"Good app for controlling your blog.and it is worth the 7 MB.","OTHER"
"Can't upload photos.","PROBLEM DISCOVERY"
"I hope you can fix this.","PROBLEM DISCOVERY"
"But on the brighter side, the app is great","OTHER"
"Awesome app","OTHER"
"If I open this app from my notifications it makes my phone crash.","OTHER"
"Many time I've had to restart it because it makes my phone unusable.","PROBLEM DISCOVERY"
"Everything else I'm happy with.","OTHER"
